module_path,category,feature,platform,hex_layer,encapsulation,plugin_applied,source_set,source_set_dir,source_set_dir_rel,platform_set,kotlin_loc,kotlin_files
:feat:inspections:be:driving:impl,feat,inspections,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/driving/impl/src/main,feat/inspections/be/driving/impl/src/main,backend,138,3
:feat:inspections:be:driving:impl,feat,inspections,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/driving/impl/src/test,feat/inspections/be/driving/impl/src/test,,162,1
:feat:inspections:fe:app:api,feat,inspections,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/app/api/src/commonMain,feat/inspections/fe/app/api/src/commonMain,frontend,51,7
:feat:inspections:fe:app:impl,feat,inspections,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/app/impl/src/commonMain,feat/inspections/fe/app/impl/src/commonMain,frontend,281,11
:feat:inspections:fe:app:impl,feat,inspections,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/app/impl/src/commonTest,feat/inspections/fe/app/impl/src/commonTest,,338,4
:feat:inspections:fe:driven:impl,feat,inspections,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driven/impl/src/commonMain,feat/inspections/fe/driven/impl/src/commonMain,frontend,238,7
:feat:inspections:fe:driven:test,feat,inspections,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driven/test/src/commonMain,feat/inspections/fe/driven/test/src/commonMain,frontend,80,3
:feat:inspections:fe:driving:api,feat,inspections,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/api/src/commonMain,feat/inspections/fe/driving/api/src/commonMain,frontend,391,3
:feat:inspections:fe:driving:api,feat,inspections,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/api/src/nonWebMain,feat/inspections/fe/driving/api/src/nonWebMain,nonWeb_fe,32,2
:feat:inspections:fe:driving:api,feat,inspections,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/api/src/webMain,feat/inspections/fe/driving/api/src/webMain,web,67,3
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/impl/src/commonMain,feat/inspections/fe/driving/impl/src/commonMain,frontend,1010,10
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/impl/src/commonTest,feat/inspections/fe/driving/impl/src/commonTest,,298,2
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/impl/src/nonWebMain,feat/inspections/fe/driving/impl/src/nonWebMain,nonWeb_fe,9,1
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/fe/driving/impl/src/webMain,feat/inspections/fe/driving/impl/src/webMain,web,9,1
:feat:projects:be:app:api,feat,projects,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/app/api/src/main,feat/projects/be/app/api/src/main,backend,130,21
:feat:projects:be:app:impl,feat,projects,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/app/impl/src/main,feat/projects/be/app/impl/src/main,backend,442,18
:feat:projects:be:app:impl,feat,projects,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/app/impl/src/test,feat/projects/be/app/impl/src/test,,1020,10
:feat:projects:be:app:model,feat,projects,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/app/model/src/main,feat/projects/be/app/model/src/main,backend,38,2
:feat:projects:be:driven:impl,feat,projects,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/driven/impl/src/main,feat/projects/be/driven/impl/src/main,backend,351,5
:feat:projects:be:driven:test,feat,projects,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/driven/test/src/main,feat/projects/be/driven/test/src/main,backend,53,2
:feat:projects:be:driving:impl,feat,projects,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/driving/impl/src/main,feat/projects/be/driving/impl/src/main,backend,350,4
:feat:projects:be:driving:impl,feat,projects,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/be/driving/impl/src/test,feat/projects/be/driving/impl/src/test,,949,2
:feat:projects:fe:app:api,feat,projects,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/api/src/commonMain,feat/projects/fe/app/api/src/commonMain,frontend,157,24
:feat:projects:fe:app:api,feat,projects,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/api/src/nonWebMain,feat/projects/fe/app/api/src/nonWebMain,nonWeb_fe,6,1
:feat:projects:fe:app:api,feat,projects,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/api/src/webMain,feat/projects/fe/app/api/src/webMain,web,6,1
:feat:projects:fe:app:impl,feat,projects,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/impl/src/commonMain,feat/projects/fe/app/impl/src/commonMain,frontend,1057,29
:feat:projects:fe:app:impl,feat,projects,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/impl/src/commonTest,feat/projects/fe/app/impl/src/commonTest,,1585,19
:feat:projects:fe:app:impl,feat,projects,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/impl/src/nonWebMain,feat/projects/fe/app/impl/src/nonWebMain,nonWeb_fe,172,4
:feat:projects:fe:app:impl,feat,projects,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,nonWebTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/impl/src/nonWebTest,feat/projects/fe/app/impl/src/nonWebTest,,325,3
:feat:projects:fe:app:impl,feat,projects,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/impl/src/webMain,feat/projects/fe/app/impl/src/webMain,web,137,4
:feat:projects:fe:app:impl,feat,projects,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,webTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/app/impl/src/webTest,feat/projects/fe/app/impl/src/webTest,,267,3
:feat:projects:fe:driven:impl,feat,projects,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driven/impl/src/commonMain,feat/projects/fe/driven/impl/src/commonMain,frontend,553,10
:feat:projects:fe:driven:test,feat,projects,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driven/test/src/commonMain,feat/projects/fe/driven/test/src/commonMain,frontend,204,6
:feat:projects:fe:driving:api,feat,projects,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/api/src/commonMain,feat/projects/fe/driving/api/src/commonMain,frontend,67,5
:feat:projects:fe:driving:api,feat,projects,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/api/src/nonWebMain,feat/projects/fe/driving/api/src/nonWebMain,nonWeb_fe,55,2
:feat:projects:fe:driving:api,feat,projects,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/api/src/webMain,feat/projects/fe/driving/api/src/webMain,web,108,3
:feat:projects:fe:driving:impl,feat,projects,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/impl/src/commonMain,feat/projects/fe/driving/impl/src/commonMain,frontend,2865,32
:feat:projects:fe:driving:impl,feat,projects,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/impl/src/commonTest,feat/projects/fe/driving/impl/src/commonTest,,1331,5
:feat:projects:fe:driving:impl,feat,projects,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/impl/src/nonWebMain,feat/projects/fe/driving/impl/src/nonWebMain,nonWeb_fe,168,3
:feat:projects:fe:driving:impl,feat,projects,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/projects/fe/driving/impl/src/webMain,feat/projects/fe/driving/impl/src/webMain,web,176,3
:feat:reports:be:app:api,feat,reports,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/app/api/src/main,feat/reports/be/app/api/src/main,backend,19,2
:feat:reports:be:app:impl,feat,reports,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/app/impl/src/main,feat/reports/be/app/impl/src/main,backend,99,4
:feat:reports:be:app:impl,feat,reports,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/app/impl/src/test,feat/reports/be/app/impl/src/test,,158,2
:feat:reports:be:app:model,feat,reports,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/app/model/src/main,feat/reports/be/app/model/src/main,backend,24,1
:feat:reports:be:driven:impl,feat,reports,be,driven,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/driven/impl/src/main,feat/reports/be/driven/impl/src/main,backend,422,4
:feat:reports:be:driven:test,feat,reports,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/driven/test/src/main,feat/reports/be/driven/test/src/main,backend,28,2
:feat:reports:be:driving:impl,feat,reports,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/driving/impl/src/main,feat/reports/be/driving/impl/src/main,backend,98,3
:feat:reports:be:driving:impl,feat,reports,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/be/driving/impl/src/test,feat/reports/be/driving/impl/src/test,,225,1
:feat:reports:fe:app:api,feat,reports,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/fe/app/api/src/commonMain,feat/reports/fe/app/api/src/commonMain,frontend,17,2
:feat:reports:fe:app:impl,feat,reports,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/fe/app/impl/src/commonMain,feat/reports/fe/app/impl/src/commonMain,frontend,61,4
:feat:reports:fe:app:impl,feat,reports,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/fe/app/impl/src/commonTest,feat/reports/fe/app/impl/src/commonTest,,102,2
:feat:reports:fe:driven:impl,feat,reports,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/fe/driven/impl/src/commonMain,feat/reports/fe/driven/impl/src/commonMain,frontend,60,4
:feat:reports:fe:driven:test,feat,reports,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/reports/fe/driven/test/src/commonMain,feat/reports/fe/driven/test/src/commonMain,frontend,42,2
:feat:structures:be:app:api,feat,structures,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/app/api/src/main,feat/structures/be/app/api/src/main,backend,43,7
:feat:structures:be:app:impl,feat,structures,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/app/impl/src/main,feat/structures/be/app/impl/src/main,backend,151,7
:feat:structures:be:app:impl,feat,structures,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/app/impl/src/test,feat/structures/be/app/impl/src/test,,418,4
:feat:structures:be:app:model,feat,structures,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/app/model/src/main,feat/structures/be/app/model/src/main,backend,18,1
:feat:structures:be:driven:impl,feat,structures,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/driven/impl/src/main,feat/structures/be/driven/impl/src/main,backend,140,3
:feat:structures:be:driven:test,feat,structures,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/driven/test/src/main,feat/structures/be/driven/test/src/main,backend,24,1
:feat:structures:be:driving:impl,feat,structures,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/driving/impl/src/main,feat/structures/be/driving/impl/src/main,backend,132,3
:feat:structures:be:driving:impl,feat,structures,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/be/driving/impl/src/test,feat/structures/be/driving/impl/src/test,,449,1
:feat:structures:fe:app:api,feat,structures,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/app/api/src/commonMain,feat/structures/fe/app/api/src/commonMain,frontend,71,11
:feat:structures:fe:app:impl,feat,structures,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/app/impl/src/commonMain,feat/structures/fe/app/impl/src/commonMain,frontend,377,14
:feat:structures:fe:app:impl,feat,structures,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/app/impl/src/commonTest,feat/structures/fe/app/impl/src/commonTest,,278,3
:feat:structures:fe:driven:impl,feat,structures,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driven/impl/src/commonMain,feat/structures/fe/driven/impl/src/commonMain,frontend,197,7
:feat:structures:fe:driven:test,feat,structures,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driven/test/src/commonMain,feat/structures/fe/driven/test/src/commonMain,frontend,80,3
:feat:structures:fe:driving:api,feat,structures,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/api/src/commonMain,feat/structures/fe/driving/api/src/commonMain,frontend,154,4
:feat:structures:fe:driving:api,feat,structures,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/api/src/nonWebMain,feat/structures/fe/driving/api/src/nonWebMain,nonWeb_fe,78,2
:feat:structures:fe:driving:api,feat,structures,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/api/src/webMain,feat/structures/fe/driving/api/src/webMain,web,133,3
:feat:structures:fe:driving:impl,feat,structures,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/impl/src/commonMain,feat/structures/fe/driving/impl/src/commonMain,frontend,1802,19
:feat:structures:fe:driving:impl,feat,structures,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/impl/src/commonTest,feat/structures/fe/driving/impl/src/commonTest,,518,4
:feat:structures:fe:driving:impl,feat,structures,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/impl/src/nonWebMain,feat/structures/fe/driving/impl/src/nonWebMain,nonWeb_fe,13,1
:feat:structures:fe:driving:impl,feat,structures,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/structures/fe/driving/impl/src/webMain,feat/structures/fe/driving/impl/src/webMain,web,13,1
:feat:sync:be:app:api,feat,sync,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/be/app/api/src/main,feat/sync/be/app/api/src/main,backend,43,4
:feat:sync:be:app:impl,feat,sync,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/be/app/impl/src/main,feat/sync/be/app/impl/src/main,backend,57,3
:feat:sync:be:app:impl,feat,sync,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/be/app/impl/src/test,feat/sync/be/app/impl/src/test,,142,1
:feat:sync:be:app:model,feat,sync,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/be/app/model/src/main,feat/sync/be/app/model/src/main,backend,5,1
:feat:sync:fe:app:api,feat,sync,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/app/api/src/commonMain,feat/sync/fe/app/api/src/commonMain,frontend,241,18
:feat:sync:fe:app:api,feat,sync,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/app/api/src/commonTest,feat/sync/fe/app/api/src/commonTest,,178,1
:feat:sync:fe:app:impl,feat,sync,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/app/impl/src/commonMain,feat/sync/fe/app/impl/src/commonMain,frontend,313,12
:feat:sync:fe:app:impl,feat,sync,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/app/impl/src/commonTest,feat/sync/fe/app/impl/src/commonTest,,615,3
:feat:sync:fe:app:model,feat,sync,fe,app,,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/app/model/src/commonMain,feat/sync/fe/app/model/src/commonMain,frontend,12,2
:feat:sync:fe:driven:impl,feat,sync,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/driven/impl/src/commonMain,feat/sync/fe/driven/impl/src/commonMain,frontend,128,4
:feat:sync:fe:driven:test,feat,sync,fe,driven,test,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/sync/fe/driven/test/src/commonMain,feat/sync/fe/driven/test/src/commonMain,frontend,65,3
:feat:users:be:app:api,feat,users,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/app/api/src/main,feat/users/be/app/api/src/main,backend,46,7
:feat:users:be:app:impl,feat,users,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/app/impl/src/main,feat/users/be/app/impl/src/main,backend,167,9
:feat:users:be:app:impl,feat,users,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/app/impl/src/test,feat/users/be/app/impl/src/test,,225,4
:feat:users:be:app:model,feat,users,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/app/model/src/main,feat/users/be/app/model/src/main,backend,13,1
:feat:users:be:driven:impl,feat,users,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/driven/impl/src/main,feat/users/be/driven/impl/src/main,backend,82,3
:feat:users:be:driven:test,feat,users,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/driven/test/src/main,feat/users/be/driven/test/src/main,backend,29,2
:feat:users:be:driving:api,feat,users,be,driving,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/driving/api/src/main,feat/users/be/driving/api/src/main,backend,11,1
:feat:users:be:driving:impl,feat,users,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/driving/impl/src/main,feat/users/be/driving/impl/src/main,backend,136,4
:feat:users:be:driving:impl,feat,users,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/be/driving/impl/src/test,feat/users/be/driving/impl/src/test,,306,1
:feat:users:fe:app:api,feat,users,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/app/api/src/commonMain,feat/users/fe/app/api/src/commonMain,frontend,42,6
:feat:users:fe:app:impl,feat,users,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/app/impl/src/commonMain,feat/users/fe/app/impl/src/commonMain,frontend,253,10
:feat:users:fe:app:impl,feat,users,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/app/impl/src/commonTest,feat/users/fe/app/impl/src/commonTest,,216,3
